Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																												
Республики Беларусь ежедневно, за период с 01.01.2011 по 31.12.2011																												
																												
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 канадский доллар (CAD)	1 китайский юань (CNY)	1 крона (EEK)	1 кувейтский динар (KWD)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 норвежская крона (NOK)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 турецкая лира (TRY)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	10 иен (JPY)	1000 иранских риалов (IRR)
09.03.2011	 3 054,20 	 2 152,26 	 379,77 	 564,55 	 3 015,00 	 4 207,73 	 1 055,21 	 26,18 	 3 096,60 	 459,08 		 10 847,27 	 5 962,03 	 1 219,24 	 250,73 	 540,82 	 106,96 	 4 749,62 	 2 379,07 	 63,51 	 20,70 	 1 883,20 	 4 897,42 	 173,56 	 477,37 	 3 242,11 	 365,59 	 292,77 
10.03.2011	 3 047,23 	 2 142,05 	 380,43 	 561,76 	 3 019,00 	 4 185,84 	 1 054,62 	 25,95 	 3 110,77 	 460,18 		 10 848,20 	 5 934,74 	 1 213,45 	 253,01 	 540,35 	 106,70 	 4 756,22 	 2 379,60 	 63,60 	 20,73 	 1 898,26 	 4 884,29 	 172,56 	 473,73 	 3 235,11 	 364,35 	 292,77 
11.03.2011	 3 036,15 	 2 138,28 	 380,85 	 560,70 	 3 023,00 	 4 178,39 	 1 051,20 	 25,92 	 3 119,71 	 459,78 		 10 857,50 	 5 922,81 	 1 211,09 	 253,91 	 539,06 	 106,31 	 4 763,19 	 2 378,26 	 63,69 	 20,76 	 1 906,47 	 4 881,69 	 171,74 	 474,77 	 3 241,48 	 364,74 	 292,77 
12.03.2011	 3 029,36 	 2 139,78 	 381,53 	 561,19 	 3 028,00 	 4 188,94 	 1 040,75 	 25,96 	 3 111,07 	 460,57 		 10 896,99 	 5 927,38 	 1 212,10 	 254,33 	 535,90 	 105,76 	 4 755,96 	 2 379,75 	 63,79 	 20,75 	 1 911,62 	 4 855,55 	 171,85 	 474,52 	 3 243,36 	 365,57 	 292,77 
13.03.2011	 3 029,36 	 2 139,78 	 381,53 	 561,19 	 3 028,00 	 4 188,94 	 1 040,75 	 25,96 	 3 111,07 	 460,57 		 10 896,99 	 5 927,38 	 1 212,10 	 254,33 	 535,90 	 105,76 	 4 755,96 	 2 379,75 	 63,79 	 20,75 	 1 911,62 	 4 855,55 	 171,85 	 474,52 	 3 243,36 	 365,57 	 292,77 
14.03.2011	 3 029,36 	 2 139,78 	 381,53 	 561,19 	 3 028,00 	 4 188,94 	 1 040,75 	 25,96 	 3 111,07 	 460,57 		 10 896,99 	 5 927,38 	 1 212,10 	 254,33 	 535,90 	 105,76 	 4 755,96 	 2 379,75 	 63,79 	 20,75 	 1 911,62 	 4 855,55 	 171,85 	 474,52 	 3 243,36 	 365,57 	 292,77 
15.03.2011	 3 050,61 	 2 154,61 	 380,86 	 565,04 	 3 024,00 	 4 206,69 	 1 046,80 	 26,12 	 3 113,19 	 460,31 		 10 870,66 	 5 965,09 	 1 220,24 	 253,40 	 538,25 	 105,50 	 4 739,97 	 2 383,35 	 63,69 	 20,71 	 1 913,92 	 4 866,22 	 173,13 	 475,88 	 3 257,04 	 369,66 	 292,77 
16.03.2011	 2 992,23 	 2 147,15 	 380,08 	 563,02 	 3 022,00 	 4 211,46 	 1 033,34 	 26,03 	 3 078,18 	 459,81 		 10 858,79 	 5 944,72 	 1 216,22 	 252,20 	 532,71 	 105,20 	 4 765,91 	 2 366,67 	 63,65 	 20,70 	 1 911,21 	 4 849,55 	 172,36 	 469,23 	 3 276,77 	 370,77 	 292,77 
17.03.2011	 2 999,62 	 2 155,83 	 379,61 	 565,25 	 3 020,00 	 4 218,34 	 1 041,31 	 26,11 	 3 075,67 	 459,56 		 10 858,62 	 5 968,38 	 1 221,09 	 251,67 	 534,20 	 105,38 	 4 753,18 	 2 364,36 	 63,60 	 20,72 	 1 908,49 	 4 859,18 	 172,82 	 470,63 	 3 286,54 	 373,79 	 292,77 
18.03.2011	 2 976,51 	 2 159,92 	 379,00 	 566,37 	 3 020,00 	 4 219,54 	 1 034,07 	 26,16 	 3 054,36 	 459,28 		 10 884,45 	 5 976,06 	 1 223,42 	 251,45 	 536,29 	 105,07 	 4 766,92 	 2 360,30 	 63,60 	 20,71 	 1 901,94 	 4 855,86 	 173,06 	 470,11 	 3 340,34 	 382,25 	 292,77 
19.03.2011	 2 989,65 	 2 169,93 	 379,54 	 569,12 	 3 020,00 	 4 250,05 	 1 044,89 	 26,27 	 3 075,04 	 459,71 		 10 890,73 	 6 002,78 	 1 229,19 	 250,93 	 535,44 	 106,05 	 4 790,17 	 2 365,01 	 63,60 	 20,70 	 1 903,38 	 4 855,25 	 173,88 	 471,09 	 3 344,96 	 371,42 	 292,77 
20.03.2011	 2 989,65 	 2 169,93 	 379,54 	 569,12 	 3 020,00 	 4 250,05 	 1 044,89 	 26,27 	 3 075,04 	 459,71 		 10 890,73 	 6 002,78 	 1 229,19 	 250,93 	 535,44 	 106,05 	 4 790,17 	 2 365,01 	 63,60 	 20,70 	 1 903,38 	 4 855,25 	 173,88 	 471,09 	 3 344,96 	 371,42 	 292,77 
21.03.2011	 2 989,65 	 2 169,93 	 379,54 	 569,12 	 3 020,00 	 4 250,05 	 1 044,89 	 26,27 	 3 075,04 	 459,71 		 10 890,73 	 6 002,78 	 1 229,19 	 250,93 	 535,44 	 106,05 	 4 790,17 	 2 365,01 	 63,60 	 20,70 	 1 903,38 	 4 855,25 	 173,88 	 471,09 	 3 344,96 	 371,42 	 292,77 
22.03.2011	 3 030,72 	 2 185,00 	 379,66 	 573,09 	 3 020,00 	 4 276,62 	 1 055,43 	 26,42 	 3 083,68 	 460,12 		 10 898,79 	 6 053,92 	 1 237,68 	 252,51 	 542,35 	 106,46 	 4 788,81 	 2 380,58 	 63,61 	 20,70 	 1 915,03 	 4 904,93 	 175,15 	 481,61 	 3 331,31 	 371,90 	 292,77 
23.03.2011	 3 051,76 	 2 197,95 	 379,61 	 576,52 	 3 019,00 	 4 298,75 	 1 065,69 	 26,54 	 3 090,70 	 460,49 		 10 918,63 	 6 067,73 	 1 244,56 	 253,91 	 544,24 	 107,22 	 4 796,41 	 2 390,06 	 63,59 	 20,69 	 1 922,93 	 4 935,91 	 175,59 	 482,75 	 3 339,42 	 372,42 	 292,77 
24.03.2011	 3 052,27 	 2 191,62 	 380,02 	 574,87 	 3 024,00 	 4 292,57 	 1 062,82 	 26,50 	 3 079,27 	 461,12 		 10 916,97 	 6 048,60 	 1 241,56 	 254,14 	 542,30 	 106,97 	 4 819,41 	 2 390,42 	 63,70 	 20,72 	 1 932,82 	 4 936,08 	 175,63 	 479,59 	 3 362,24 	 374,42 	 292,77 
25.03.2011	 3 075,15 	 2 184,89 	 379,82 	 573,08 	 3 030,00 	 4 264,73 	 1 062,28 	 26,45 	 3 094,99 	 461,82 		 10 916,56 	 6 028,05 	 1 237,77 	 255,00 	 541,30 	 106,68 	 4 812,61 	 2 399,33 	 63,82 	 20,77 	 1 946,80 	 4 912,24 	 175,24 	 478,81 	 3 324,37 	 374,35 	 292,77 
26.03.2011	 3 101,36 	 2 192,71 	 380,15 	 575,11 	 3 030,00 	 4 289,57 	 1 066,79 	 26,49 	 3 106,58 	 461,89 		 10 922,86 	 6 046,09 	 1 242,11 	 254,28 	 544,47 	 107,36 	 4 808,79 	 2 403,33 	 63,82 	 20,82 	 1 953,70 	 4 871,18 	 174,76 	 477,52 	 3 316,73 	 373,27 	 292,77 
27.03.2011	 3 101,36 	 2 192,71 	 380,15 	 575,11 	 3 030,00 	 4 289,57 	 1 066,79 	 26,49 	 3 106,58 	 461,89 		 10 922,86 	 6 046,09 	 1 242,11 	 254,28 	 544,47 	 107,36 	 4 808,79 	 2 403,33 	 63,82 	 20,82 	 1 953,70 	 4 871,18 	 174,76 	 477,52 	 3 316,73 	 373,27 	 292,77 
28.03.2011	 3 101,36 	 2 192,71 	 380,15 	 575,11 	 3 030,00 	 4 289,57 	 1 066,79 	 26,49 	 3 106,58 	 461,89 		 10 922,86 	 6 046,09 	 1 242,11 	 254,28 	 544,47 	 107,36 	 4 808,79 	 2 403,33 	 63,82 	 20,82 	 1 953,70 	 4 871,18 	 174,76 	 477,52 	 3 316,73 	 373,27 	 292,77 
29.03.2011	 3 130,20 	 2 186,95 	 381,30 	 573,67 	 3 038,00 	 4 273,55 	 1 069,74 	 26,43 	 3 098,58 	 462,86 		 10 942,23 	 6 030,77 	 1 239,04 	 255,15 	 541,14 	 106,93 	 4 820,46 	 2 408,15 	 64,14 	 20,87 	 1 956,21 	 4 855,64 	 174,47 	 475,78 	 3 304,51 	 371,69 	 292,77 
30.03.2011	 3 112,89 	 2 195,48 	 381,20 	 575,86 	 3 038,00 	 4 293,61 	 1 075,27 	 26,53 	 3 117,02 	 463,03 		 10 957,62 	 6 053,00 	 1 243,71 	 254,99 	 543,85 	 107,18 	 4 799,83 	 2 409,20 	 64,14 	 20,85 	 1 944,94 	 4 870,07 	 174,74 	 477,53 	 3 314,97 	 371,76 	 292,77 
31.03.2011	 3 141,68 	 2 196,34 	 382,08 	 576,01 	 3 045,00 	 4 287,66 	 1 077,48 	 26,53 	 3 130,78 	 464,42 		 10 969,81 	 6 057,89 	 1 244,23 	 255,25 	 544,85 	 107,11 	 4 813,35 	 2 412,65 	 64,29 	 20,90 	 1 957,44 	 4 886,62 	 175,03 	 481,13 	 3 302,42 	 366,93 	 292,77 
01.04.2011	 3 145,94 	 2 208,36 	 381,94 	 579,32 	 3 045,00 	 4 318,42 	 1 076,16 	 26,69 	 3 135,62 	 464,98 		 10 982,08 	 6 090,61 	 1 251,18 	 254,95 	 550,13 	 106,78 	 4 810,19 	 2 416,09 	 64,29 	 20,90 	 1 974,07 	 4 911,13 	 175,99 	 483,93 	 3 325,69 	 367,86 	 292,37 
02.04.2011	 3 148,38 	 2 202,77 	 381,94 	 577,81 	 3 045,00 	 4 311,42 	 1 069,92 	 26,59 	 3 142,25 	 465,00 		 10 977,32 	 6 073,60 	 1 247,72 	 255,51 	 550,47 	 107,34 	 4 827,85 	 2 412,45 	 64,29 	 20,90 	 1 971,38 	 4 893,16 	 176,15 	 481,75 	 3 300,63 	 363,91 	 292,37 
03.04.2011	 3 148,38 	 2 202,77 	 381,94 	 577,81 	 3 045,00 	 4 311,42 	 1 069,92 	 26,59 	 3 142,25 	 465,00 		 10 977,32 	 6 073,60 	 1 247,72 	 255,51 	 550,47 	 107,34 	 4 827,85 	 2 412,45 	 64,29 	 20,90 	 1 971,38 	 4 893,16 	 176,15 	 481,75 	 3 300,63 	 363,91 	 292,37 
04.04.2011	 3 148,38 	 2 202,77 	 381,94 	 577,81 	 3 045,00 	 4 311,42 	 1 069,92 	 26,59 	 3 142,25 	 465,00 		 10 977,32 	 6 073,60 	 1 247,72 	 255,51 	 550,47 	 107,34 	 4 827,85 	 2 412,45 	 64,29 	 20,90 	 1 971,38 	 4 893,16 	 176,15 	 481,75 	 3 300,63 	 363,91 	 292,37 
05.04.2011	 3 163,60 	 2 215,35 	 382,01 	 581,00 	 3 045,00 	 4 332,43 	 1 074,64 	 26,72 	 3 164,46 	 465,70 		 10 979,50 	 6 107,71 	 1 254,79 	 255,77 	 554,34 	 107,87 	 4 814,42 	 2 416,38 	 64,19 	 20,89 	 1 983,71 	 4 913,11 	 177,32 	 481,88 	 3 299,20 	 362,16 	 292,37 
06.04.2011	 3 144,40 	 2 211,35 	 382,40 	 579,97 	 3 050,00 	 4 328,87 	 1 074,13 	 26,67 	 3 147,74 	 466,24 		 10 992,97 	 6 097,56 	 1 252,57 	 256,79 	 555,25 	 107,73 	 4 832,69 	 2 418,81 	 64,29 	 20,95 	 1 983,09 	 4 926,21 	 176,81 	 480,01 	 3 309,82 	 361,95 	 292,37 
07.04.2011	 3 168,49 	 2 229,86 	 382,39 	 584,87 	 3 050,00 	 4 360,59 	 1 092,15 	 26,84 	 3 171,96 	 466,02 		 11 008,64 	 6 148,57 	 1 263,04 	 257,90 	 560,48 	 108,09 	 4 827,88 	 2 420,35 	 64,29 	 20,98 	 2 001,18 	 4 986,60 	 178,53 	 483,76 	 3 324,43 	 358,04 	 292,37 
08.04.2011	 3 203,01 	 2 231,88 	 383,31 	 585,39 	 3 055,00 	 4 363,46 	 1 095,59 	 26,94 	 3 182,95 	 466,89 		 11 025,10 	 6 154,93 	 1 264,28 	 258,84 	 557,43 	 108,22 	 4 852,10 	 2 422,30 	 64,40 	 21,01 	 2 014,91 	 4 988,51 	 178,81 	 482,02 	 3 329,88 	 358,32 	 292,37 
09.04.2011	 3 211,95 	 2 245,12 	 382,73 	 588,83 	 3 050,00 	 4 397,19 	 1 109,21 	 27,11 	 3 197,23 	 466,68 		 11 019,38 	 6 189,75 	 1 271,73 	 258,85 	 562,44 	 108,46 	 4 841,63 	 2 425,54 	 64,29 	 20,97 	 2 027,93 	 5 000,02 	 179,87 	 487,43 	 3 332,42 	 357,98 	 292,37 
10.04.2011	 3 211,95 	 2 245,12 	 382,73 	 588,83 	 3 050,00 	 4 397,19 	 1 109,21 	 27,11 	 3 197,23 	 466,68 		 11 019,38 	 6 189,75 	 1 271,73 	 258,85 	 562,44 	 108,46 	 4 841,63 	 2 425,54 	 64,29 	 20,97 	 2 027,93 	 5 000,02 	 179,87 	 487,43 	 3 332,42 	 357,98 	 292,37 
11.04.2011	 3 211,95 	 2 245,12 	 382,73 	 588,83 	 3 050,00 	 4 397,19 	 1 109,21 	 27,11 	 3 197,23 	 466,68 		 11 019,38 	 6 189,75 	 1 271,73 	 258,85 	 562,44 	 108,46 	 4 841,63 	 2 425,54 	 64,29 	 20,97 	 2 027,93 	 5 000,02 	 179,87 	 487,43 	 3 332,42 	 357,98 	 292,37 
12.04.2011	 3 217,95 	 2 251,46 	 382,66 	 590,53 	 3 046,00 	 4 406,65 	 1 110,89 	 27,11 	 3 187,36 	 465,93 		 11 012,09 	 6 206,83 	 1 275,70 	 260,90 	 563,28 	 108,88 	 4 851,49 	 2 425,93 	 64,56 	 20,95 	 2 020,16 	 4 972,29 	 180,52 	 490,37 	 3 350,38 	 359,64 	 292,37 
13.04.2011	 3 205,00 	 2 254,53 	 383,29 	 591,29 	 3 055,00 	 4 408,67 	 1 109,74 	 27,07 	 3 193,60 	 467,09 		 11 041,84 	 6 218,20 	 1 277,12 	 262,97 	 559,87 	 108,54 	 4 876,09 	 2 431,07 	 64,75 	 21,01 	 2 010,13 	 4 980,72 	 180,54 	 485,71 	 3 385,23 	 362,22 	 292,37 
14.04.2011	 3 195,81 	 2 258,18 	 382,56 	 592,18 	 3 049,00 	 4 422,27 	 1 110,95 	 26,99 	 3 168,94 	 466,73 		 11 028,92 	 6 226,90 	 1 279,13 	 262,73 	 559,75 	 108,45 	 4 865,78 	 2 427,35 	 64,62 	 20,98 	 2 010,02 	 4 963,92 	 180,85 	 486,83 	 3 394,38 	 363,08 	 292,37 
15.04.2011	 3 212,08 	 2 260,07 	 382,82 	 592,69 	 3 052,00 	 4 425,09 	 1 119,63 	 27,06 	 3 178,17 	 467,27 		 11 041,37 	 6 233,02 	 1 280,31 	 263,96 	 562,23 	 108,27 	 4 877,83 	 2 444,93 	 64,69 	 21,00 	 2 009,55 	 4 985,90 	 181,87 	 490,30 	 3 415,21 	 365,97 	 292,37 
16.04.2011	 3 212,99 	 2 259,74 	 382,94 	 592,59 	 3 052,00 	 4 424,18 	 1 118,97 	 27,07 	 3 170,25 	 467,33 		 11 039,77 	 6 231,75 	 1 280,12 	 264,24 	 564,83 	 108,15 	 4 868,03 	 2 452,39 	 64,69 	 21,01 	 2 006,57 	 4 994,45 	 182,83 	 492,94 	 3 421,33 	 367,22 	 292,37 
17.04.2011	 3 212,99 	 2 259,74 	 382,94 	 592,59 	 3 052,00 	 4 424,18 	 1 118,97 	 27,07 	 3 170,25 	 467,33 		 11 039,77 	 6 231,75 	 1 280,12 	 264,24 	 564,83 	 108,15 	 4 868,03 	 2 452,39 	 64,69 	 21,01 	 2 006,57 	 4 994,45 	 182,83 	 492,94 	 3 421,33 	 367,22 	 292,37 
18.04.2011	 3 212,99 	 2 259,74 	 382,94 	 592,59 	 3 052,00 	 4 424,18 	 1 118,97 	 27,07 	 3 170,25 	 467,33 		 11 039,77 	 6 231,75 	 1 280,12 	 264,24 	 564,83 	 108,15 	 4 868,03 	 2 452,39 	 64,69 	 21,01 	 2 006,57 	 4 994,45 	 182,83 	 492,94 	 3 421,33 	 367,22 	 292,37 
19.04.2011	 3 229,68 	 2 245,38 	 383,77 	 588,81 	 3 060,00 	 4 381,92 	 1 111,80 	 26,94 	 3 186,17 	 468,69 		 11 061,11 	 6 191,20 	 1 271,93 	 264,89 	 564,80 	 108,65 	 4 889,82 	 2 457,63 	 65,20 	 21,03 	 2 011,83 	 4 981,53 	 181,26 	 491,67 	 3 421,29 	 369,14 	 292,37 
20.04.2011	 3 216,79 	 2 241,01 	 384,97 	 587,66 	 3 074,00 	 4 382,60 	 1 101,36 	 26,96 	 3 186,32 	 470,73 		 11 107,50 	 6 179,52 	 1 269,43 	 265,73 	 563,27 	 108,15 	 4 892,21 	 2 463,24 	 65,50 	 21,13 	 1 999,87 	 4 996,63 	 181,69 	 490,58 	 3 430,04 	 372,70 	 292,37 
21.04.2011	 3 243,95 	 2 254,78 	 382,81 	 591,36 	 3 055,00 	 4 407,75 	 1 111,76 	 27,01 	 3 207,52 	 468,22 		 11 057,02 	 6 218,83 	 1 277,28 	 263,75 	 567,70 	 108,54 	 4 861,73 	 2 462,52 	 65,10 	 20,99 	 2 004,33 	 5 000,88 	 182,45 	 495,39 	 3 417,03 	 368,94 	 292,37 
22.04.2011	 3 269,10 	 2 276,06 	 381,62 	 596,89 	 3 044,00 	 4 453,98 	 1 118,11 	 27,09 	 3 208,94 	 466,94 		 11 041,59 	 6 274,35 	 1 289,20 	 262,35 	 572,28 	 108,95 	 4 877,86 	 2 464,68 	 64,86 	 20,95 	 2 007,92 	 5 018,80 	 183,82 	 499,64 	 3 447,53 	 370,74 	 292,37 
23.04.2011	 3 270,05 	 2 269,21 	 382,55 	 595,12 	 3 048,00 	 4 443,98 	 1 122,78 	 27,06 	 3 197,82 	 468,28 		 11 063,52 	 6 255,52 	 1 285,13 	 264,35 	 568,52 	 109,09 	 4 905,48 	 2 471,42 	 64,95 	 20,97 	 2 008,04 	 5 035,14 	 183,99 	 499,22 	 3 439,60 	 372,07 	 292,37 
24.04.2011	 3 270,05 	 2 269,21 	 382,55 	 595,12 	 3 048,00 	 4 443,98 	 1 122,78 	 27,06 	 3 197,82 	 468,28 		 11 063,52 	 6 255,52 	 1 285,13 	 264,35 	 568,52 	 109,09 	 4 905,48 	 2 471,42 	 64,95 	 20,97 	 2 008,04 	 5 035,14 	 183,99 	 499,22 	 3 439,60 	 372,07 	 292,37 
25.04.2011	 3 270,05 	 2 269,21 	 382,55 	 595,12 	 3 048,00 	 4 443,98 	 1 122,78 	 27,06 	 3 197,82 	 468,28 		 11 063,52 	 6 255,52 	 1 285,13 	 264,35 	 568,52 	 109,09 	 4 905,48 	 2 471,42 	 64,95 	 20,97 	 2 008,04 	 5 035,14 	 183,99 	 499,22 	 3 439,60 	 372,07 	 292,37 
26.04.2011	 3 275,08 	 2 272,25 	 383,47 	 595,94 	 3 048,00 	 4 443,68 	 1 124,45 	 27,08 	 3 202,52 	 466,61 		 11 061,31 	 6 267,74 	 1 287,03 	 265,27 	 569,19 	 108,89 	 4 895,70 	 2 470,62 	 64,94 	 20,96 	 2 005,26 	 5 036,36 	 184,19 	 500,47 	 3 444,26 	 371,28 	 292,37 
27.04.2011	 3 270,79 	 2 273,83 	 382,18 	 596,49 	 3 045,00 	 4 444,18 	 1 128,20 	 27,09 	 3 197,19 	 466,49 		 11 055,24 	 6 272,53 	 1 288,21 	 264,09 	 571,28 	 109,15 	 4 894,26 	 2 466,59 	 64,88 	 20,93 	 1 990,20 	 5 030,80 	 184,41 	 499,85 	 3 471,07 	 373,00 	 292,37 
28.04.2011	 3 282,62 	 2 276,69 	 380,55 	 597,24 	 3 033,00 	 4 446,98 	 1 130,22 	 27,04 	 3 185,92 	 465,77 		 11 020,47 	 6 277,55 	 1 289,60 	 263,05 	 571,77 	 109,44 	 4 881,77 	 2 460,45 	 64,62 	 20,85 	 1 990,16 	 5 014,91 	 184,68 	 498,81 	 3 468,86 	 371,12 	 292,37 
29.04.2011	 3 294,41 	 2 288,90 	 378,16 	 600,29 	 3 013,00 	 4 475,21 	 1 136,68 	 27,18 	 3 181,79 	 463,41 		 10 980,12 	 6 310,61 	 1 296,50 	 261,35 	 573,11 	 109,57 	 4 856,62 	 2 453,58 	 64,19 	 20,70 	 1 988,78 	 5 021,47 	 185,51 	 500,73 	 3 453,30 	 368,88 	 292,37 
30.04.2011	 3 292,31 	 2 286,47 	 378,23 	 599,73 	 3 013,00 	 4 471,89 	 1 135,57 	 27,14 	 3 164,42 	 464,25 		 10 972,32 	 6 306,65 	 1 295,27 	 262,51 	 573,44 	 109,55 	 4 880,07 	 2 457,59 	 64,19 	 20,67 	 1 977,68 	 5 024,03 	 185,41 	 500,97 	 3 469,80 	 369,67 	 292,37 
01.05.2011	 3 292,31 	 2 286,47 	 378,23 	 599,73 	 3 013,00 	 4 471,89 	 1 135,57 	 27,14 	 3 164,42 	 464,25 		 10 972,32 	 6 306,65 	 1 295,27 	 262,51 	 573,44 	 109,55 	 4 880,07 	 2 457,59 	 64,19 	 20,67 	 1 977,68 	 5 024,03 	 185,41 	 500,97 	 3 469,80 	 369,67 	 286,95 
02.05.2011	 3 292,31 	 2 286,47 	 378,23 	 599,73 	 3 013,00 	 4 471,89 	 1 135,57 	 27,14 	 3 164,42 	 464,25 		 10 972,32 	 6 306,65 	 1 295,27 	 262,51 	 573,44 	 109,55 	 4 880,07 	 2 457,59 	 64,19 	 20,67 	 1 977,68 	 5 024,03 	 185,41 	 500,97 	 3 469,80 	 369,67 	 286,95 
03.05.2011	 3 292,31 	 2 286,47 	 378,23 	 599,73 	 3 013,00 	 4 471,89 	 1 135,57 	 27,14 	 3 164,42 	 464,25 		 10 972,32 	 6 306,65 	 1 295,27 	 262,51 	 573,44 	 109,55 	 4 880,07 	 2 457,59 	 64,19 	 20,67 	 1 977,68 	 5 024,03 	 185,41 	 500,97 	 3 469,80 	 369,67 	 286,95 
04.05.2011	 3 292,31 	 2 286,47 	 378,23 	 599,73 	 3 013,00 	 4 471,89 	 1 135,57 	 27,14 	 3 164,42 	 464,25 		 10 972,32 	 6 306,65 	 1 295,27 	 262,51 	 573,44 	 109,55 	 4 880,07 	 2 457,59 	 64,19 	 20,67 	 1 977,68 	 5 024,03 	 185,41 	 500,97 	 3 469,80 	 369,67 	 286,95 
05.05.2011	 3 262,44 	 2 281,23 	 377,29 	 598,33 	 3 007,00 	 4 470,81 	 1 131,81 	 26,98 	 3 152,98 	 464,25 		 10 937,53 	 6 289,48 	 1 292,14 	 263,66 	 568,55 	 109,87 	 4 863,28 	 2 445,51 	 64,50 	 20,62 	 1 955,14 	 4 960,65 	 184,39 	 495,86 	 3 486,38 	 371,28 	 286,95 
06.05.2011	 3 218,12 	 2 282,91 	 376,66 	 598,76 	 3 001,00 	 4 468,79 	 1 132,20 	 26,97 	 3 129,46 	 464,25 		 10 940,78 	 6 294,70 	 1 293,17 	 263,69 	 566,58 	 110,08 	 4 864,11 	 2 436,77 	 64,37 	 20,61 	 1 948,39 	 4 955,40 	 184,86 	 494,55 	 3 501,75 	 373,89 	 286,95 
07.05.2011	 3 234,25 	 2 256,73 	 381,17 	 591,88 	 3 037,00 	 4 430,07 	 1 113,68 	 26,87 	 3 132,38 	 464,25 		 11 037,62 	 6 223,36 	 1 278,17 	 267,34 	 554,06 	 109,78 	 4 926,99 	 2 455,03 	 65,14 	 20,84 	 1 966,97 	 4 970,66 	 182,69 	 489,26 	 3 483,40 	 377,97 	 286,95 
08.05.2011	 3 234,25 	 2 256,73 	 381,17 	 591,88 	 3 037,00 	 4 430,07 	 1 113,68 	 26,87 	 3 132,38 	 464,25 		 11 037,62 	 6 223,36 	 1 278,17 	 267,34 	 554,06 	 109,78 	 4 926,99 	 2 455,03 	 65,14 	 20,84 	 1 966,97 	 4 970,66 	 182,69 	 489,26 	 3 483,40 	 377,97 	 286,95 
09.05.2011	 3 234,25 	 2 256,73 	 381,17 	 591,88 	 3 037,00 	 4 430,07 	 1 113,68 	 26,87 	 3 132,38 	 464,25 		 11 037,62 	 6 223,36 	 1 278,17 	 267,34 	 554,06 	 109,78 	 4 926,99 	 2 455,03 	 65,14 	 20,84 	 1 966,97 	 4 970,66 	 182,69 	 489,26 	 3 483,40 	 377,97 	 286,95 
10.05.2011	 3 234,25 	 2 256,73 	 381,17 	 591,88 	 3 037,00 	 4 430,07 	 1 113,68 	 26,87 	 3 132,38 	 464,25 		 11 037,62 	 6 223,36 	 1 278,17 	 267,34 	 554,06 	 109,78 	 4 926,99 	 2 455,03 	 65,14 	 20,84 	 1 966,97 	 4 970,66 	 182,69 	 489,26 	 3 483,40 	 377,97 	 286,95 
11.05.2011	 3 299,45 	 2 245,04 	 383,28 	 588,89 	 3 061,00 	 4 392,84 	 1 118,17 	 26,88 	 3 177,29 	 464,25 		 11 122,21 	 6 190,72 	 1 271,81 	 267,57 	 561,48 	 109,85 	 4 897,91 	 2 482,16 	 65,68 	 21,01 	 1 967,22 	 5 011,78 	 180,96 	 489,81 	 3 486,13 	 379,00 	 286,95 
12.05.2011	 3 325,01 	 2 252,89 	 383,16 	 590,94 	 3 061,00 	 4 400,49 	 1 123,12 	 26,91 	 3 206,91 	 464,25 		 11 118,78 	 6 212,08 	 1 276,19 	 266,52 	 564,91 	 110,79 	 4 890,56 	 2 489,43 	 65,68 	 21,01 	 1 947,20 	 5 017,74 	 181,66 	 492,11 	 3 479,60 	 379,07 	 286,95 
13.05.2011	 3 268,89 	 2 239,16 	 385,50 	 587,35 	 3 084,00 	 4 383,91 	 1 118,14 	 26,77 	 3 190,73 	 464,25 		 11 187,49 	 6 173,56 	 1 268,41 	 266,72 	 560,93 	 110,35 	 4 935,39 	 2 483,69 	 66,18 	 21,16 	 1 943,29 	 5 023,06 	 180,62 	 488,57 	 3 477,48 	 380,48 	 286,95 
14.05.2011	 3 303,89 	 2 259,51 	 386,10 	 592,73 	 3 084,00 	 4 408,27 	 1 129,36 	 27,02 	 3 210,16 	 464,25 		 11 196,22 	 6 232,19 	 1 279,93 	 265,52 	 563,71 	 110,74 	 4 899,70 	 2 490,31 	 66,18 	 21,16 	 1 953,75 	 5 028,62 	 181,45 	 492,28 	 3 504,35 	 382,73 	 286,95 
15.05.2011	 3 303,89 	 2 259,51 	 386,10 	 592,73 	 3 084,00 	 4 408,27 	 1 129,36 	 27,02 	 3 210,16 	 464,25 		 11 196,22 	 6 232,19 	 1 279,93 	 265,52 	 563,71 	 110,74 	 4 899,70 	 2 490,31 	 66,18 	 21,16 	 1 953,75 	 5 028,62 	 181,45 	 492,28 	 3 504,35 	 382,73 	 286,95 
